contig_id	size	genome_id
CP148881.1	4647173	GCA_037799595.1
CP148882.1	31251	GCA_037799595.1
CP149136.1	4990955	GCA_037821945.1
CP149137.1	212241	GCA_037821945.1
CP149138.1	100887	GCA_037821945.1
CP149139.1	4473	GCA_037821945.1
CP149140.1	4991154	GCA_037822845.1
CP149141.1	62540	GCA_037822845.1
CP149142.1	4988414	GCA_037823755.1
CP149143.1	228542	GCA_037823755.1
CP149144.1	100887	GCA_037823755.1
CP149145.1	4473	GCA_037823755.1
CP149154.1	4988096	GCA_037824785.1
CP149155.1	205448	GCA_037824785.1
CP149156.1	100887	GCA_037824785.1
CP149157.1	4473	GCA_037824785.1
CP149158.1	1924	GCA_037824785.1
CP149163.1	4990771	GCA_037825795.1
CP149164.1	214434	GCA_037825795.1
CP149165.1	100887	GCA_037825795.1
CP149166.1	4473	GCA_037825795.1
CP149167.1	4990971	GCA_037826765.1
CP149168.1	228305	GCA_037826765.1
CP149169.1	100887	GCA_037826765.1
CP149170.1	4473	GCA_037826765.1
CP149171.1	4990771	GCA_037827835.1
CP149172.1	229371	GCA_037827835.1
CP149173.1	100887	GCA_037827835.1
CP149174.1	4473	GCA_037827835.1
CP149175.1	4990971	GCA_037828885.1
CP149176.1	214434	GCA_037828885.1
CP149177.1	100887	GCA_037828885.1
CP149178.1	4473	GCA_037828885.1
CP149179.1	4919935	GCA_037829915.1
CP149180.1	4888079	GCA_037831375.1
CP149181.1	18622	GCA_037831375.1
CP149182.1	4386	GCA_037831375.1
CP149183.1	1916	GCA_037831375.1
CP149184.1	820	GCA_037831375.1
CP149200.1	4860409	GCA_037832775.1
CP149201.1	121863	GCA_037832775.1
CP149202.1	13721	GCA_037832775.1
CP149210.1	4857712	GCA_037834145.1
CP149211.1	93844	GCA_037834145.1
CP149214.1	4975908	GCA_037834495.1
CP149215.1	107357	GCA_037834495.1
CP149216.1	5072373	GCA_037835685.1
CP149217.1	93365	GCA_037835685.1
CP149221.1	4916937	GCA_037837055.1
CP149222.1	119064	GCA_037837055.1
CP149223.1	77367	GCA_037837055.1
CP149224.1	3566	GCA_037837055.1
CP149225.1	3373	GCA_037837055.1
CP149226.1	3237	GCA_037837055.1
CP149227.1	713	GCA_037837055.1
CP149237.1	4981718	GCA_037838505.1
CP149238.1	30221	GCA_037838505.1
CP149239.1	5016552	GCA_037839595.1
CP149262.1	4983985	GCA_037840705.1
CP149263.1	109841	GCA_037840705.1
CP149264.1	104770	GCA_037840705.1
CP149265.1	19583	GCA_037840705.1
CP149278.1	5059628	GCA_037841875.1
CP149279.1	225790	GCA_037841875.1
CP149280.1	93081	GCA_037841875.1
CP149281.1	2137	GCA_037841875.1
CP149282.1	1888	GCA_037841875.1
CP149285.1	4994589	GCA_037843125.1
CP149286.1	297813	GCA_037843125.1
CP149287.1	4988414	GCA_037844235.1
CP149288.1	214671	GCA_037844235.1
CP149289.1	100887	GCA_037844235.1
CP149290.1	4473	GCA_037844235.1
CP149159.1	4988414	GCA_037844905.1
CP149160.1	228542	GCA_037844905.1
CP149161.1	100887	GCA_037844905.1
CP149162.1	4473	GCA_037844905.1
CP149218.1	4975508	GCA_037846055.1
CP149219.1	104103	GCA_037846055.1
CP149220.1	9812	GCA_037846055.1
CP149294.1	4894637	GCA_037854785.1
CP149295.1	95631	GCA_037854785.1
CP149296.1	5055	GCA_037854785.1
CP149297.1	4593	GCA_037854785.1
CP149303.1	4858143	GCA_037855395.1
CP149304.1	89475	GCA_037855395.1
CP149305.1	6863	GCA_037855395.1
CP149306.1	4593	GCA_037855395.1
CP149307.1	4808909	GCA_037856515.1
CP149308.1	120145	GCA_037856515.1
CP149309.1	102748	GCA_037856515.1
CP149310.1	6647	GCA_037856515.1
CP149311.1	4593	GCA_037856515.1
CP149312.1	4808256	GCA_037857465.1
CP149313.1	120144	GCA_037857465.1
CP149314.1	108995	GCA_037857465.1
CP149315.1	13294	GCA_037857465.1
CP149316.1	9186	GCA_037857465.1
CP149317.1	4919846	GCA_037858515.1
CP149318.1	98062	GCA_037858515.1
CP149319.1	58440	GCA_037858515.1
CP149415.1	5023622	GCA_037859475.1
CP149416.1	88961	GCA_037859475.1
CP149417.1	11069	GCA_037859475.1
CP149332.1	4857810	GCA_037860935.1
CP149333.1	125247	GCA_037860935.1
CP149334.1	6863	GCA_037860935.1
CP149337.1	4805431	GCA_037861145.1
CP149338.1	4805548	GCA_037862975.1
CP149339.1	4925856	GCA_037864505.1
CP149340.1	98067	GCA_037864505.1
CP149341.1	58440	GCA_037864505.1
CP149342.1	5310	GCA_037864505.1
CP149343.1	4925656	GCA_037866235.1
CP149344.1	98066	GCA_037866235.1
CP149345.1	58440	GCA_037866235.1
CP149346.1	5310	GCA_037866235.1
CP149347.1	4858024	GCA_037867775.1
CP149348.1	99057	GCA_037867775.1
CP149349.1	94672	GCA_037867775.1
CP149350.1	4960263	GCA_037868635.1
CP149351.1	115680	GCA_037868635.1
CP149352.1	10734	GCA_037868635.1
CP149353.1	4727096	GCA_037870175.1
CP149354.1	296637	GCA_037870175.1
CP149355.1	4903	GCA_037870175.1
CP149356.1	4693492	GCA_037871955.1
CP149357.1	83362	GCA_037871955.1
CP149358.1	37782	GCA_037871955.1
CP149359.1	4963622	GCA_037873485.1
CP149360.1	4846108	GCA_037875175.1
CP149361.1	98952	GCA_037875175.1
CP149362.1	91750	GCA_037875175.1
CP149363.1	37074	GCA_037875175.1
CP149364.1	18264	GCA_037875175.1
CP149365.1	4857875	GCA_037876785.1
CP149366.1	98952	GCA_037876785.1
CP149367.1	94672	GCA_037876785.1
CP149368.1	4693353	GCA_037878215.1
CP149369.1	83362	GCA_037878215.1
CP149370.1	37782	GCA_037878215.1
CP149375.1	4858020	GCA_037879565.1
CP149376.1	98952	GCA_037879565.1
CP149377.1	93844	GCA_037879565.1
CP149371.1	4857908	GCA_037882525.1
CP149372.1	93850	GCA_037882525.1
CP149373.1	90028	GCA_037882525.1
CP149374.1	58545	GCA_037882525.1
CP149418.1	4858855	GCA_037883995.1
CP149419.1	98952	GCA_037883995.1
CP149420.1	93850	GCA_037883995.1
CP149380.1	4857521	GCA_037885305.1
CP149381.1	93850	GCA_037885305.1
CP149382.1	4855148	GCA_037887095.1
CP149383.1	93844	GCA_037887095.1
CP149384.1	4593	GCA_037887095.1
CP149385.1	4857896	GCA_037888705.1
CP149386.1	93844	GCA_037888705.1
CP149387.1	4593	GCA_037888705.1
CP149388.1	4857662	GCA_037888835.1
CP149389.1	93844	GCA_037888835.1
CP149390.1	4593	GCA_037888835.1
CP149391.1	4857664	GCA_037888845.1
CP149392.1	93844	GCA_037888845.1
CP149393.1	4593	GCA_037888845.1
CP149394.1	4857896	GCA_037888855.1
CP149395.1	93844	GCA_037888855.1
CP149396.1	4593	GCA_037888855.1
CP149397.1	4855339	GCA_037888865.1
CP149398.1	93844	GCA_037888865.1
CP149399.1	4593	GCA_037888865.1
CP149400.1	4855155	GCA_037888875.1
CP149401.1	93844	GCA_037888875.1
CP149402.1	4593	GCA_037888875.1
CP149403.1	4841961	GCA_037888885.1
CP149404.1	6863	GCA_037888885.1
CP149405.1	4593	GCA_037888885.1
CP149406.1	4904245	GCA_037888895.1
CP149407.1	93856	GCA_037888895.1
CP149408.1	4762615	GCA_037888905.1
CP149409.1	4858608	GCA_037888915.1
CP149410.1	93844	GCA_037888915.1
CP149411.1	3372	GCA_037888915.1
CP149412.1	4858376	GCA_037888925.1
CP149413.1	93844	GCA_037888925.1
CP149414.1	3372	GCA_037888925.1
CP149198.1	4981718	GCA_037957205.1
CP149199.1	78203	GCA_037957205.1
CP149203.1	4858902	GCA_037957215.1
CP149204.1	99050	GCA_037957215.1
CP149205.1	93832	GCA_037957215.1
CP150498.1	4737703	GCA_038019735.1
CP150497.1	217909	GCA_038019735.1
CP150499.1	4691542	GCA_038020145.1
CP150500.1	4744059	GCA_038020165.1
CP150501.1	4747093	GCA_038020335.1
CP151082.1	4987713	GCA_038096135.1
CP151083.1	185309	GCA_038096135.1
CP101854.1	4786683	GCA_038380085.1
CP101855.1	286802	GCA_038380085.1
CP101856.1	4614036	GCA_038380095.1
CP101857.1	151740	GCA_038380095.1
CP102198.1	4918995	GCA_038380105.1
CP102199.1	306822	GCA_038380105.1
CP149269.1	4998796	GCA_038380125.1
CP149275.1	4995845	GCA_038381885.1
CP149276.1	297813	GCA_038381885.1
CP149277.1	3830	GCA_038381885.1
CP140778.1	4679872	GCA_038396425.1
CP140779.1	67678	GCA_038396425.1
CP140780.1	60200	GCA_038396425.1
CP140781.1	4686594	GCA_038396435.1
CP140782.1	74492	GCA_038396435.1
CP140783.1	4682650	GCA_038396445.1
CP140784.1	17635	GCA_038396445.1
CP140785.1	74492	GCA_038396445.1
CP140786.1	4679994	GCA_038396455.1
CP140787.1	64327	GCA_038396455.1
CP140788.1	59138	GCA_038396455.1
CP140789.1	23819	GCA_038396455.1
CP140790.1	4679962	GCA_038396465.1
CP140791.1	59372	GCA_038396465.1
CP147895.1	4744590	GCA_039774785.1
CP147896.1	4804355	GCA_039775395.1
CP147897.1	4719199	GCA_039776065.1
CP147898.1	4690401	GCA_039777535.1
CP147899.1	4690379	GCA_039777965.1
CP147900.1	91297	GCA_039777965.1
CP147901.1	4721223	GCA_039778155.1
CP147902.1	4687165	GCA_039778185.1
CP147903.1	4793975	GCA_039778195.1
CP147904.1	4696517	GCA_039778205.1
CP147905.1	4720693	GCA_039778235.1
CP147906.1	4800775	GCA_039778245.1
CP147907.1	4729550	GCA_039778255.1
CP156169.1	4783423	GCA_039830155.1
CP156170.1	106706	GCA_039830155.1
CP156168.1	4554125	GCA_039830165.1
CP156713.1	4844814	GCA_039851995.1
CP156714.1	103670	GCA_039851995.1
CP156715.1	74562	GCA_039851995.1
CP156716.1	4845105	GCA_039852005.1
CP156717.1	179898	GCA_039852005.1
CP156899.1	4843189	GCA_039880325.1
CP156900.1	74566	GCA_039880325.1
CP157387.1	4659977	GCA_040048365.1
CP157388.1	87506	GCA_040048365.1
CP157389.1	2331	GCA_040048365.1
CP157394.1	4727133	GCA_040050635.1
CP157395.1	318349	GCA_040050635.1
CP160184.1	4800048	GCA_040822475.1
CP160185.1	5569	GCA_040822475.1
CP160186.1	4018	GCA_040822475.1
CP160187.1	3372	GCA_040822475.1
CP160181.1	4854233	GCA_040822485.1
CP160182.1	93844	GCA_040822485.1
CP160183.1	2541	GCA_040822485.1
CP160178.1	4872153	GCA_040822495.1
CP160179.1	93853	GCA_040822495.1
CP160180.1	92841	GCA_040822495.1
CP160175.1	4684508	GCA_040822505.1
CP160176.1	59372	GCA_040822505.1
CP160177.1	12656	GCA_040822505.1
CP160173.1	4677876	GCA_040822515.1
CP160174.1	59369	GCA_040822515.1
CP160171.1	4714964	GCA_040822525.1
CP160172.1	59371	GCA_040822525.1
CP160169.1	4751603	GCA_040822535.1
CP160170.1	81821	GCA_040822535.1
CP160167.1	4739942	GCA_040895365.1
CP160168.1	59866	GCA_040895365.1
CP160165.1	4869173	GCA_040895435.1
CP160166.1	93832	GCA_040895435.1
CP160163.1	4656078	GCA_040895765.1
CP160164.1	1983	GCA_040895765.1
CP160161.1	4716699	GCA_040895795.1
CP160162.1	59371	GCA_040895795.1
CP160159.1	4788449	GCA_040895825.1
CP160160.1	3373	GCA_040895825.1
CP160157.1	4580324	GCA_040896175.1
CP160158.1	5569	GCA_040896175.1
CP160156.1	4709758	GCA_040956495.1
CP160155.1	4674538	GCA_040956515.1
CP160154.1	4654081	GCA_040956555.1
CP160153.1	4867884	GCA_040956595.1
CP160152.1	4742157	GCA_040956715.1
CP160151.1	4672299	GCA_040956775.1
CP160150.1	4781126	GCA_040956895.1
CP160149.1	4806664	GCA_040956915.1
CP162902.1	5014882	GCA_040969815.1
CP162903.1	246818	GCA_040969815.1
CP162904.1	2097	GCA_040969815.1
CP162905.1	6477	GCA_040969815.1
CP162906.1	3648	GCA_040969815.1
CP163542.1	4858820	GCA_041080895.1
CP163543.1	93945	GCA_041080895.1
CP165611.1	4909518	GCA_041117435.1
CP087471.1	4679466	GCA_041411015.1
CP087472.1	97003	GCA_041411015.1
CP087473.1	4680669	GCA_041411055.1
CP087474.1	6114	GCA_041411055.1
CP087475.1	32950	GCA_041411055.1
CP087476.1	294842	GCA_041411055.1
CP087477.1	4680741	GCA_041411125.1
CP087478.1	296361	GCA_041411125.1
CP087479.1	4678693	GCA_041411135.1
CP087480.1	118029	GCA_041411135.1
CP087481.1	4783583	GCA_041411165.1
CP087482.1	59372	GCA_041411165.1
CP087483.1	4782444	GCA_041411195.1
CP087484.1	59370	GCA_041411195.1
CP087485.1	4807544	GCA_041411205.1
CP087486.1	3876	GCA_041411205.1
CP087487.1	78214	GCA_041411205.1
CP087488.1	4680091	GCA_041411215.1
CP087489.1	59370	GCA_041411215.1
CP087490.1	61547	GCA_041411215.1
CP087491.1	4680192	GCA_041411245.1
CP087492.1	6115	GCA_041411245.1
CP087493.1	41561	GCA_041411245.1
CP087494.1	116939	GCA_041411245.1
CP087495.1	4679825	GCA_041411255.1
CP087496.1	54998	GCA_041411255.1
CP087497.1	4680380	GCA_041411265.1
CP087498.1	97005	GCA_041411265.1
CP087499.1	4670318	GCA_041411275.1
CP087500.1	4679611	GCA_041411285.1
CP087501.1	2091	GCA_041411285.1
CP087502.1	35750	GCA_041411285.1
CP087503.1	59371	GCA_041411285.1
CP087504.1	96461	GCA_041411285.1
CP087505.1	35751	GCA_041411315.1
CP087506.1	59357	GCA_041411315.1
CP087507.1	96467	GCA_041411315.1
CP087508.1	4679600	GCA_041411315.1
CP087509.1	2089	GCA_041411315.1
CP087510.1	61028	GCA_041411325.1
CP087511.1	96210	GCA_041411325.1
CP087512.1	4681359	GCA_041411325.1
CP087513.1	2111	GCA_041411325.1
CP087514.1	35639	GCA_041411325.1
CP087515.1	4547043	GCA_041411335.1
CP087516.1	4673410	GCA_041411885.1
CP087517.1	4878418	GCA_041411935.1
CP087518.1	31706	GCA_041411935.1
CP087519.1	4877150	GCA_041411985.1
CP087520.1	31706	GCA_041411985.1
CP087521.1	4877928	GCA_041412005.1
CP087522.1	31706	GCA_041412005.1
CP087523.1	4843581	GCA_041412055.1
CP087524.1	31706	GCA_041412055.1
CP087525.1	4843592	GCA_041412075.1
CP087526.1	31706	GCA_041412075.1
CP087527.1	4844531	GCA_041412085.1
CP087528.1	4677146	GCA_041412095.1
CP087529.1	31654	GCA_041412095.1
CP087530.1	86921	GCA_041412095.1
CP087531.1	4593080	GCA_041412105.1
CP087532.1	110054	GCA_041412105.1
CP087533.1	4844485	GCA_041412115.1
CP087534.1	4878409	GCA_041412145.1
CP087535.1	82437	GCA_041412145.1
CP087536.1	4843579	GCA_041412165.1
CP087537.1	31831	GCA_041412165.1
CP087538.1	4809485	GCA_041412195.1
CP087539.1	48739	GCA_041412195.1
CP087540.1	48715	GCA_041412195.1
CP087541.1	4809470	GCA_041412265.1
CP087542.1	48780	GCA_041412265.1
CP087543.1	4753937	GCA_041412455.1
CP087544.1	4188	GCA_041412455.1
CP087545.1	3982	GCA_041412455.1
CP087546.1	2652	GCA_041412455.1
CP087547.1	2214	GCA_041412455.1
CP087548.1	4670331	GCA_041412465.1
CP087549.1	119163	GCA_041412465.1
CP087550.1	4593	GCA_041412465.1
CP087551.1	4779850	GCA_041412535.1
CP087552.1	59372	GCA_041412565.1
CP087553.1	4779036	GCA_041412565.1
CP087554.1	4679604	GCA_041412575.1
CP087555.1	96467	GCA_041412575.1
CP087556.1	59372	GCA_041412575.1
CP087557.1	35751	GCA_041412575.1
CP087558.1	4673348	GCA_041412585.1
CP087559.1	4783876	GCA_041412595.1
CP087560.1	59372	GCA_041412595.1
CP087561.1	4783705	GCA_041412605.1
CP087562.1	59359	GCA_041412605.1
CP167158.1	4841872	GCA_041447655.1
CP167159.1	63589	GCA_041447655.1
CP167160.1	5728	GCA_041447655.1
CP167161.1	2121	GCA_041447655.1
CP167162.1	1983	GCA_041447655.1
CP167167.1	4617305	GCA_041447675.1
CP167168.1	33688	GCA_041447675.1
CP167169.1	4617521	GCA_041447685.1
CP167170.1	33685	GCA_041447685.1
CP160102.1	4795235	GCA_041682025.1
CP160059.1	4782639	GCA_041682055.1
CP160061.1	4783470	GCA_041682085.1
CP160060.1	185945	GCA_041682085.1
CP160063.1	4783462	GCA_041682155.1
CP160062.1	185943	GCA_041682155.1
CP168932.1	4700868	GCA_041866285.1
CP168929.1	5006913	GCA_041866875.1
CP168930.1	4541070	GCA_041867465.1
CP168928.1	4916122	GCA_041868035.1
CP168931.1	4825106	GCA_041868605.1
CP168962.1	4787033	GCA_041871515.1
CP168964.1	76317	GCA_041871515.1
CP168963.1	106607	GCA_041871515.1
CP168965.1	34184	GCA_041871515.1
CP169078.1	4787046	GCA_041892465.1
CP169080.1	76959	GCA_041892465.1
CP169079.1	106607	GCA_041892465.1
CP169081.1	34206	GCA_041892465.1
CP169317.1	5034812	GCA_041927295.1
CP169318.1	5632	GCA_041927295.1
CP169319.1	1888	GCA_041927295.1
CP169320.1	4973024	GCA_041927305.1
CP169321.1	5218	GCA_041927305.1
CP169322.1	4657	GCA_041927305.1
CP169323.1	4018	GCA_041927305.1
CP169348.1	4930408	GCA_041927315.1
CP169349.1	4657	GCA_041927315.1
CP169350.1	4702218	GCA_041927325.1
CP169351.1	4773	GCA_041927325.1
CP169336.1	4775343	GCA_041928935.1
CP169337.1	34452	GCA_041928935.1
CP169346.1	4799099	GCA_041930285.1
CP169347.1	33715	GCA_041930285.1
CP169326.1	4916686	GCA_041930295.1
CP169327.1	4657	GCA_041930295.1
CP169333.1	4973482	GCA_041930305.1
CP169334.1	3830	GCA_041930305.1
CP169335.1	1888	GCA_041930305.1
CP169328.1	4999447	GCA_041930315.1
CP169329.1	4657	GCA_041930315.1
CP169330.1	4918904	GCA_041930325.1
CP169331.1	4657	GCA_041930325.1
CP169332.1	3830	GCA_041930325.1
CP169324.1	4981300	GCA_041930335.1
CP169325.1	39501	GCA_041930335.1
CP169352.1	5026429	GCA_041930345.1
CP169353.1	4657	GCA_041930345.1
CP169344.1	4652689	GCA_041930355.1
CP169345.1	111849	GCA_041930355.1
CP169338.1	3216946	GCA_041930365.1
CP169339.1	1714735	GCA_041930365.1
CP169340.1	98766	GCA_041930365.1
CP169341.1	47200	GCA_041930365.1
CP169342.1	40225	GCA_041930365.1
CP169343.1	1312	GCA_041930365.1
CP145439.1	4699161	GCA_041935645.1
CP145440.1	44512	GCA_041935645.1
CP169509.1	4727083	GCA_041937575.1
CP169510.1	310289	GCA_041937575.1
CP169501.1	4725739	GCA_041937595.1
CP169502.1	304831	GCA_041937595.1
CP169507.1	4733548	GCA_041941485.1
CP169508.1	303375	GCA_041941485.1
CP169515.1	4727115	GCA_041941495.1
CP169516.1	327150	GCA_041941495.1
CP169517.1	4726701	GCA_041941505.1
CP169518.1	286902	GCA_041941505.1
CP169519.1	33657	GCA_041941505.1
CP169513.1	4727410	GCA_041941515.1
CP169514.1	295501	GCA_041941515.1
CP169505.1	4731576	GCA_041941525.1
CP169506.1	319112	GCA_041941525.1
CP169511.1	4728609	GCA_041941555.1
CP169512.1	319153	GCA_041941555.1
CP169503.1	4736541	GCA_041941565.1
CP169504.1	292757	GCA_041941565.1
CP104805.1	5000338	GCA_042183685.1
CP104806.1	81266	GCA_042183685.1
CP104807.1	36957	GCA_042183685.1
CP104808.1	6760	GCA_042183685.1
CP104809.1	6477	GCA_042183685.1
CP104810.1	2894	GCA_042183685.1
CP104811.1	2261	GCA_042183685.1
CP104812.1	5070653	GCA_042184335.1
CP104813.1	243984	GCA_042184335.1
CP104814.1	5055	GCA_042184335.1
CP104815.1	4593	GCA_042184335.1
CP104816.1	5192560	GCA_042184765.1
CP104817.1	6477	GCA_042184765.1
CP104818.1	2414	GCA_042184765.1
CP104819.1	2044	GCA_042184765.1
CP104820.1	4938304	GCA_042185415.1
CP104821.1	164832	GCA_042185415.1
CP104822.1	7540	GCA_042185415.1
CP104823.1	6762	GCA_042185415.1
CP104824.1	4901	GCA_042185415.1
CP104825.1	4677	GCA_042185415.1
CP104826.1	4074	GCA_042185415.1
CP104827.1	3988	GCA_042185415.1
CP104828.1	2317	GCA_042185415.1
CP104829.1	4918080	GCA_042186005.1
CP104830.1	232591	GCA_042186005.1
CP104831.1	92110	GCA_042186005.1
CP104832.1	5055	GCA_042186005.1
CP104833.1	4593	GCA_042186005.1
CP104834.1	3236	GCA_042186005.1
CP066293.1	4782168	GCA_042191485.1
CP170123.1	4722996	GCA_042255465.1
CP161946.1	4739554	GCA_042466655.1
CP161947.1	93802	GCA_042466655.1
CP160067.1	4857969	GCA_042997225.1
CP160069.1	5770	GCA_042997225.1
CP160068.1	93924	GCA_042997225.1
CP171351.1	4768471	GCA_043496835.1
CP171352.1	75042	GCA_043496835.1
CP171353.1	4817391	GCA_043496845.1
CP171354.1	147396	GCA_043496845.1
CP034718.1	4582522	GCA_044357075.1
CP034706.1	4577367	GCA_044357285.1
CP034705.1	4582521	GCA_044357315.1
CP172460.1	4926097	GCA_044570105.1
CP172463.1	4955554	GCA_044570745.1
CP172461.1	5028739	GCA_044570775.1
CP172462.1	5049586	GCA_044570865.1
CP172464.1	4931172	GCA_044571215.1
CP172470.1	5020834	GCA_044571225.1
CP172466.1	4967120	GCA_044571355.1
CP172465.1	5125807	GCA_044572045.1
CP172471.1	4958058	GCA_044572055.1
CP172472.1	12954	GCA_044572055.1
CP172479.1	4964602	GCA_044572195.1
CP172467.1	4925248	GCA_044572775.1
CP172492.1	4958060	GCA_044572845.1
CP172491.1	4968457	GCA_044572895.1
CP172468.1	5049886	GCA_044573465.1
CP172469.1	37797	GCA_044573465.1
CP172473.1	4955552	GCA_044573475.1
CP172482.1	4968742	GCA_044573485.1
CP172474.1	4956286	GCA_044574055.1
CP172475.1	4942764	GCA_044574065.1
CP172477.1	35250	GCA_044574065.1
CP172476.1	88390	GCA_044574065.1
CP172478.1	5041781	GCA_044574075.1
CP172486.1	4905652	GCA_044574285.1
CP172485.1	13399	GCA_044574285.1
CP172487.1	264261	GCA_044574285.1
CP172480.1	4958059	GCA_044574295.1
CP172481.1	4879987	GCA_044574305.1
CP172498.1	5024926	GCA_044574415.1
CP172499.1	84140	GCA_044574415.1
CP172483.1	4968393	GCA_044574425.1
CP172484.1	100541	GCA_044574425.1
CP172515.1	4849726	GCA_044574495.1
CP172517.1	110629	GCA_044574495.1
CP172516.1	244034	GCA_044574495.1
CP172497.1	5031609	GCA_044575555.1
CP172488.1	4975519	GCA_044575585.1
CP172490.1	4960022	GCA_044575905.1
CP172489.1	97084	GCA_044575905.1
CP172496.1	5008778	GCA_044577925.1
CP172495.1	4958052	GCA_044577955.1
CP172500.1	4919004	GCA_044578495.1
CP172514.1	4958058	GCA_044580425.1
CP172513.1	84294	GCA_044580425.1
CP172501.1	4997230	GCA_044580495.1
CP172508.1	4970096	GCA_044580965.1
CP172502.1	4931171	GCA_044582115.1
CP172494.1	4969951	GCA_044582835.1
CP172493.1	88888	GCA_044582835.1
CP172524.1	4820486	GCA_044583005.1
CP172525.1	277965	GCA_044583005.1
CP172503.1	4889401	GCA_044583655.1
CP172504.1	265849	GCA_044583655.1
CP172505.1	6477	GCA_044583655.1
CP172522.1	4853505	GCA_044583665.1
CP172523.1	265850	GCA_044583665.1
CP172509.1	5034431	GCA_044583835.1
CP172506.1	5021710	GCA_044583885.1
CP172507.1	56533	GCA_044583885.1
CP172526.1	4850141	GCA_044583895.1
CP172527.1	265849	GCA_044583895.1
CP172510.1	4820486	GCA_044584205.1
CP172511.1	277965	GCA_044584205.1
CP172512.1	31265	GCA_044584205.1
CP172518.1	4966551	GCA_044584895.1
CP172519.1	6648	GCA_044584895.1
CP172520.1	4966042	GCA_044584905.1
CP172521.1	5021501	GCA_044585285.1
CP172528.1	4850139	GCA_044585405.1
CP172529.1	265849	GCA_044585405.1
CP172533.1	4854221	GCA_044585415.1
CP172535.1	156570	GCA_044585415.1
CP172534.1	231444	GCA_044585415.1
CP172530.1	5008898	GCA_044585425.1
CP172532.1	100016	GCA_044585425.1
CP172531.1	120445	GCA_044585425.1
CP172785.1	4961779	GCA_044585995.1
CP172786.1	4958887	GCA_044586005.1
CP172788.1	4870892	GCA_044586375.1
CP172792.1	2617	GCA_044586375.1
CP172789.1	265849	GCA_044586375.1
CP172793.1	2097	GCA_044586375.1
CP172791.1	3172	GCA_044586375.1
CP172790.1	6477	GCA_044586375.1
CP172787.1	4958960	GCA_044586765.1
CP172809.1	4850141	GCA_044586775.1
CP172810.1	265849	GCA_044586775.1
CP172800.1	4874684	GCA_044586905.1
CP172801.1	265849	GCA_044586905.1
CP172802.1	84609	GCA_044586905.1
CP172794.1	4842011	GCA_044587435.1
CP172796.1	1982	GCA_044587435.1
CP172795.1	266677	GCA_044587435.1
CP172797.1	4871405	GCA_044587465.1
CP172798.1	265849	GCA_044587465.1
CP172799.1	83190	GCA_044587465.1
CP172803.1	4880447	GCA_044588365.1
CP172804.1	215451	GCA_044588365.1
CP172805.1	4820521	GCA_044588845.1
CP172806.1	277965	GCA_044588845.1
CP172811.1	4845142	GCA_044588855.1
CP172812.1	302619	GCA_044588855.1
CP172813.1	85951	GCA_044588855.1
CP172807.1	4834812	GCA_044589065.1
CP172808.1	279156	GCA_044589065.1
CP173222.1	4677117	GCA_044880545.1
CP173288.1	4796740	GCA_044999555.1
CP173289.1	106705	GCA_044999555.1
CP173290.1	34206	GCA_044999555.1
CP173291.1	1290	GCA_044999555.1
CP173292.1	4787034	GCA_044999565.1
CP173293.1	106607	GCA_044999565.1
CP173294.1	76961	GCA_044999565.1
CP173295.1	34206	GCA_044999565.1
CP173312.1	4793236	GCA_045000095.1
CP173313.1	90362	GCA_045000095.1
CP173314.1	9428	GCA_045000095.1
CP173315.1	7534	GCA_045000095.1
CP173316.1	5794	GCA_045000095.1
CP034698.1	4768681	GCA_045007905.1
CP034699.1	193615	GCA_045007905.1
CP140402.1	4719913	GCA_045040835.1
CP140403.1	2096	GCA_045040835.1
CP127343.1	5019577	GCA_045278205.1
CP127344.1	167813	GCA_045278205.1
CP145806.1	4835480	GCA_045278905.1
CP145807.1	7621	GCA_045278905.1
CP145808.1	4936	GCA_045278905.1
CP145804.1	4940590	GCA_045278915.1
CP145805.1	7621	GCA_045278915.1
CP149507.1	4752118	GCA_045287905.1
CP149508.1	49586	GCA_045287905.1
CP148880.1	4603387	GCA_045291575.1
CP148840.1	4727117	GCA_045291595.1
CP148841.1	319375	GCA_045291595.1
CP148842.1	5873	GCA_045291595.1
CP148843.1	4903	GCA_045291595.1
CP148838.1	4727128	GCA_045291605.1
CP148839.1	318536	GCA_045291605.1
CP148806.1	4727119	GCA_045291615.1
CP148807.1	316546	GCA_045291615.1
CP148808.1	5873	GCA_045291615.1
CP148809.1	4903	GCA_045291615.1
CP149378.1	4904286	GCA_045291625.1
CP149379.1	93856	GCA_045291625.1
CP149335.1	4756927	GCA_045343925.1
CP149336.1	248114	GCA_045343925.1
CP149327.1	5010717	GCA_045343935.1
CP149328.1	88961	GCA_045343935.1
CP149329.1	11069	GCA_045343935.1
CP149330.1	4197	GCA_045343935.1
CP149331.1	2101	GCA_045343935.1
CP149324.1	5011039	GCA_045343945.1
CP149325.1	88961	GCA_045343945.1
CP149326.1	11069	GCA_045343945.1
CP149320.1	4926557	GCA_045343955.1
CP149321.1	98067	GCA_045343955.1
CP149322.1	58440	GCA_045343955.1
CP149323.1	5310	GCA_045343955.1
CP149299.1	4858330	GCA_045343965.1
CP149300.1	89476	GCA_045343965.1
CP149301.1	6863	GCA_045343965.1
CP149302.1	4593	GCA_045343965.1
CP149298.1	4920310	GCA_045343975.1
CP149283.1	5030067	GCA_045343995.1
